Length, Risk, TravelTime, Paths.x, Paths.y , Fitness, Weights
26.9787,1.80181,2.36439,"1;1.1072;1.26747;1.48509;1.65935;1.8031;1.95182;2.08947;2.27232;2.54321;2.80845;2.97236;3.17962;3.49432;3.71223;3.96504;4.19075;4.51091;4.63037;4.96378;5.10558;5.36576;5.71615;6.02369;6.4248;6.77548;6.98162;7.35928;7.55337;8.00012;8.14736;8.41592;8.81236;9.14445;9.42801;9.84794;10.0687;10.4752;10.7945;11.2608;11.7063;11.9639;12.2639;12.7351;13.0429;13.4941;13.5753;13.9946;14.2893;14.5821;14.8381;15.1537;15.3695;15.7287;15.8987;16.1682;16.5338;16.7242;17.0645;17.4087;17.7097;17.7759;18.0633;18.3774;18.7363;19.0328;19.2954;19.5599;19.7723;20.0458;20.2304;20.413;20.5367;20.6679;20.851;21","15;14.7427;14.4096;14.0175;13.6744;13.3519;12.9988;12.8169;12.5718;12.2484;11.9287;11.737;11.5124;11.1825;10.9674;10.6778;10.4255;10.1115;9.99354;9.64198;9.52408;9.31899;9.04224;8.79357;8.5178;8.26804;8.12864;7.90039;7.81078;7.63845;7.57193;7.46506;7.32412;7.26054;7.19229;7.10211;7.0566;7.03601;7.02907;7.02551;7.05921;7.09483;7.16005;7.24667;7.32677;7.45345;7.48469;7.63765;7.75108;7.91013;8.0502;8.24332;8.38172;8.62609;8.76086;9.00382;9.27703;9.44463;9.75062;10.0526;10.3531;10.4264;10.7149;11.0606;11.4035;11.6998;11.9868;12.2343;12.4534;12.7653;13.2295;13.6675;13.9551;14.3581;14.68;15",7.02472,"0.2;0.466667;0.333333"
27.1336,1.75028,2.38434,"1;1.11787;1.36437;1.5615;1.68346;1.88472;2.03346;2.30915;2.44732;2.70662;2.99695;3.26495;3.45386;3.68757;3.8398;4.14452;4.23316;4.56087;4.79651;5.15893;5.5052;5.89033;6.187;6.58468;6.89246;6.96845;7.36532;7.65856;8.0456;8.16478;8.52681;8.82116;9.09512;9.29447;9.60952;10.0618;10.3138;10.777;10.8865;11.194;11.603;12.0478;12.494;12.7599;13.1079;13.4668;13.8563;14.1315;14.4589;14.5867;14.673;15.0448;15.2935;15.5558;15.9514;16.2053;16.556;16.6672;16.9761;17.271;17.6427;18.0071;18.147;18.5141;18.6413;18.9266;19.2192;19.4412;19.7504;19.9506;20.1685;20.2588;20.2872;20.4297;20.5377;20.6894;20.8174;21","15;14.7958;14.3752;14.0197;13.7821;13.4442;12.9951;12.5804;12.3626;12.0575;11.765;11.4058;11.1918;10.9163;10.727;10.3864;10.3009;9.94687;9.74637;9.41148;9.14009;8.85954;8.6441;8.4046;8.2255;8.18534;7.93751;7.79813;7.56747;7.52636;7.38371;7.287;7.20602;7.15453;7.04647;6.99303;6.95532;6.98322;6.97021;6.97808;6.99723;7.06182;7.1169;7.15353;7.25299;7.36874;7.52324;7.6409;7.80377;7.86601;7.9108;8.12268;8.27532;8.43875;8.67757;8.84307;9.07028;9.16135;9.40072;9.64472;9.9553;10.2671;10.4028;10.7316;10.8645;11.1969;11.548;11.8264;12.2118;12.5482;12.8505;13.1231;13.2922;13.6358;13.9195;14.2911;14.6408;15",7.01715,"0.2;0.5;0.3"
27.4881,1.62616,2.3215,"1;1.16115;1.20049;1.32955;1.42977;1.6126;1.78446;1.86727;2.157;2.38517;2.62076;2.73914;2.96753;3.21761;3.48563;3.71199;3.94525;4.20758;4.46113;4.63129;4.86834;5.22948;5.63484;6.01782;6.32232;6.65742;6.99531;7.40433;7.72515;7.88975;8.26973;8.47516;8.92573;9.18191;9.6151;9.96455;10.284;10.7329;10.9024;11.3309;11.4311;11.8319;12.3223;12.8024;13.0378;13.3893;13.645;14.0212;14.3334;14.6089;14.9404;15.285;15.5898;15.8645;16.1265;16.5239;16.7931;17.0867;17.3568;17.5564;17.8092;17.9806;18.2871;18.4569;18.6812;18.874;19.1456;19.4507;19.6528;19.9725;20.2772;20.3409;20.4187;20.5355;20.7178;20.8593;21","15;14.6155;14.5147;14.1385;13.8985;13.4699;13.1244;12.8579;12.4945;12.1967;11.8783;11.7211;11.4412;11.1166;10.79;10.5396;10.2927;9.97394;9.69499;9.52235;9.29648;8.99324;8.72075;8.40406;8.20913;7.96371;7.8116;7.59306;7.43645;7.36165;7.21228;7.15679;7.02408;6.96442;6.88463;6.83719;6.80344;6.76935;6.76858;6.76095;6.77563;6.82503;6.88358;6.98066;7.05564;7.15915;7.26519;7.42574;7.58868;7.7386;7.93658;8.14986;8.3556;8.52663;8.69207;8.97525;9.20335;9.45394;9.69569;9.931;10.2104;10.3832;10.6738;10.8336;11.142;11.323;11.6105;11.9971;12.2623;12.6466;12.9906;13.2563;13.3811;13.6625;14.1058;14.5697;15",6.98398,"0.2;0.533333;0.266667"
27.3578,1.65718,2.368,"1;1.15196;1.33514;1.43333;1.52001;1.63975;1.77102;2.06829;2.35819;2.51216;2.67496;3.00899;3.2738;3.59019;3.69555;3.92618;4.02018;4.3174;4.55958;4.76452;5.01208;5.3603;5.44335;5.81082;5.89386;6.2354;6.45884;6.80401;7.10318;7.47031;7.8428;8.18633;8.52564;8.61878;8.9962;9.4203;9.7739;9.87157;10.206;10.6727;11.1086;11.3468;11.6664;12.145;12.5785;13.0088;13.4184;13.7434;14.1802;14.5392;14.8418;15.2178;15.4914;15.5493;15.8723;16.2419;16.4105;16.6201;16.9974;17.3552;17.5599;17.8344;18.1358;18.2355;18.5061;18.7801;18.9344;19.2252;19.5037;19.726;20.0087;20.1983;20.3786;20.5145;20.7203;20.8747;21","15;14.5528;14.1036;13.7932;13.5877;13.3198;12.9778;12.6104;12.2964;12.0992;11.9046;11.5376;11.2035;10.8179;10.6841;10.4466;10.3511;10.0618;9.81371;9.65071;9.41952;9.11076;9.04252;8.74435;8.69087;8.43342;8.26204;7.96366;7.82008;7.60901;7.42978;7.33265;7.21356;7.18189;7.06323;6.93804;6.87899;6.86283;6.80742;6.76387;6.78038;6.78536;6.81012;6.87248;6.97331;7.07508;7.20744;7.33327;7.50347;7.68497;7.84828;8.05692;8.23341;8.27161;8.49186;8.76835;8.93055;9.13726;9.44808;9.75424;9.96604;10.267;10.6332;10.7313;11.0094;11.3576;11.537;11.864;12.24;12.522;12.883;13.2818;13.7437;14.0867;14.4877;14.789;15",6.96317,"0.2;0.566667;0.233333"
27.6173,1.57439,2.34884,"1;1.15019;1.19514;1.40036;1.54527;1.65741;1.74034;1.88625;2.10791;2.38827;2.61137;2.83131;2.85878;3.20001;3.50302;3.78559;4.04475;4.21699;4.47001;4.76416;5.09941;5.44837;5.76971;6.05319;6.44934;6.82759;7.17873;7.60096;7.98272;8.37331;8.77417;9.2167;9.61433;10.0901;10.345;10.7001;10.9268;11.3258;11.6573;12.007;12.2668;12.6899;12.9331;13.2426;13.3585;13.5552;13.9206;14.1076;14.5109;14.7131;15.0515;15.365;15.5333;15.6172;15.7962;16.1107;16.4492;16.7482;16.9995;17.3222;17.6244;17.8653;18.171;18.4833;18.7784;19.0499;19.3551;19.5184;19.7104;20.0283;20.2172;20.3082;20.4866;20.6609;20.8291;21","15;14.6233;14.5273;14.1035;13.7013;13.3807;12.9954;12.857;12.5318;12.1268;11.8017;11.5439;11.5124;11.1583;10.8011;10.4762;10.2121;10.0083;9.75675;9.4503;9.1229;8.8185;8.51995;8.29661;8.00901;7.76513;7.55741;7.34049;7.18071;7.0305;6.91084;6.81996;6.75318;6.67415;6.65468;6.6252;6.63052;6.65727;6.70341;6.74791;6.79301;6.8766;6.95939;7.05965;7.09907;7.16815;7.28569;7.36856;7.52936;7.64402;7.7997;7.98832;8.10372;8.16209;8.27835;8.50959;8.79071;9.06226;9.32991;9.61762;9.97255;10.2441;10.6108;10.9882;11.3553;11.6435;11.9927;12.2703;12.5046;12.8815;13.1782;13.3947;13.8289;14.2218;14.5852;15",6.93785,"0.2;0.6;0.2"
27.675,1.54093,2.37579,"1;1.14335;1.2418;1.33407;1.47905;1.5943;1.79855;1.8944;2.15806;2.34368;2.51631;2.73985;2.95077;3.18829;3.2562;3.51595;3.82666;4.12195;4.38675;4.71607;4.86317;5.14141;5.50834;5.65994;5.99692;6.31877;6.48736;6.82184;6.85132;7.27216;7.56205;7.86965;8.30931;8.63353;8.79907;9.19636;9.65057;10.1365;10.5073;10.7548;10.8425;11.2218;11.4119;11.8359;12.0712;12.5594;13.008;13.3549;13.6889;14.1263;14.4147;14.7772;15.1161;15.4561;15.8342;16.0955;16.329;16.6443;16.8095;17.1705;17.4112;17.6436;17.8379;18.1017;18.3142;18.6266;18.844;19.0963;19.3077;19.5239;19.6948;19.8374;20.0692;20.1958;20.3929;20.5786;20.804;21","15;14.6369;14.3894;14.164;13.7982;13.5454;13.1205;12.8794;12.528;12.3018;12.0403;11.7125;11.4377;11.0907;11.0113;10.6821;10.3091;9.97105;9.70567;9.37471;9.24231;8.99117;8.67908;8.56532;8.29398;8.07174;7.96693;7.75242;7.73811;7.53161;7.38593;7.2676;7.07978;6.96397;6.91189;6.7926;6.69293;6.61546;6.60316;6.59031;6.58734;6.57668;6.58135;6.63061;6.6549;6.73416;6.86411;6.96287;7.05242;7.28322;7.42122;7.60194;7.79267;7.99081;8.24459;8.42473;8.63489;8.88698;9.03898;9.35436;9.5894;9.85595;10.0845;10.388;10.6224;11.0106;11.2678;11.5674;11.8397;12.155;12.4131;12.6783;13.0973;13.3116;13.7551;14.1717;14.5608;15",6.90689,"0.2;0.633333;0.166667"
22.3561,1.17215,11.178,"1;1.19114;1.41428;1.73335;2.03215;2.43701;2.80156;3.10385;3.4924;3.86232;4.17315;4.55914;4.69557;4.81277;5.11066;5.52167;5.89607;6.29201;6.67679;7.04001;7.36511;7.70401;8.08483;8.46943;8.81126;8.9556;9.40697;9.89896;10.2047;10.5349;10.8333;10.9249;11.174;11.6014;12.0103;12.4724;12.7622;13.0528;13.5262;13.9456;14.3633;14.8073;15.2034;15.4901;15.7481;16.1616;16.3422;16.6756;16.8934;17.1209;17.5075;17.6899;17.9058;18.2542;18.6471;18.9926;19.2882;19.6658;19.989;20.2278;20.5845;21","15;15.1484;15.346;15.5856;15.8209;16.0797;16.3456;16.5356;16.7919;17.0512;17.2384;17.4727;17.5532;17.6222;17.7944;17.9838;18.1469;18.3198;18.4983;18.6765;18.7941;18.926;19.0455;19.1666;19.2684;19.3101;19.4207;19.5073;19.5278;19.5562;19.5553;19.5528;19.5413;19.5315;19.5166;19.4347;19.3908;19.332;19.1887;19.0697;18.8925;18.6905;18.5334;18.3842;18.2718;18.062;17.962;17.8059;17.6702;17.5305;17.2514;17.1525;17.0332;16.8118;16.5805;16.3479;16.1673;15.8909;15.6705;15.507;15.2502;15",6.74304,"0.2;0.666667;0.133333"
22.3544,1.18258,11.1772,"1;1.07984;1.41613;1.66391;2.04473;2.36009;2.77159;3.10267;3.19041;3.55211;3.71651;4.0136;4.19459;4.5252;4.74971;5.01406;5.44274;5.88341;6.03228;6.34532;6.8148;7.26736;7.53361;7.75466;8.00535;8.46069;8.88647;9.14112;9.44826;9.93136;10.2118;10.4455;10.939;11.2672;11.7555;12.2364;12.6733;13.0198;13.4691;13.9248;13.9883;14.3963;14.8296;15.0236;15.4519;15.6142;16.0532;16.3288;16.6702;17.0597;17.3616;17.7676;18.1136;18.2557;18.5313;18.9266;18.9768;19.2088;19.5501;19.7986;20.0874;20.2794;20.6444;21","15;15.0591;15.3058;15.5284;15.8492;16.1144;16.385;16.6249;16.6769;16.8889;16.9905;17.1602;17.2565;17.4806;17.5957;17.7589;17.9493;18.1003;18.1672;18.3042;18.4692;18.6303;18.7284;18.8265;18.9167;19.0479;19.1393;19.2018;19.2635;19.3888;19.4417;19.4513;19.484;19.5084;19.5184;19.4735;19.4553;19.3865;19.2661;19.1154;19.0909;18.9461;18.7591;18.692;18.4633;18.3958;18.1614;18.0397;17.8543;17.6118;17.4351;17.1735;16.9777;16.8859;16.6828;16.4732;16.4419;16.3004;16.0766;15.9384;15.6863;15.5286;15.2259;15",6.4164,"0.2;0.7;0.1"
22.5511,1.10563,11.2756,"1;1.12227;1.46691;1.83522;2.02461;2.2299;2.51165;2.86511;3.00915;3.39904;3.79489;3.98847;4.36171;4.63644;4.89883;5.30287;5.61119;5.92298;6.31675;6.74961;7.13177;7.51305;7.84193;8.1664;8.30182;8.72064;8.84736;9.26201;9.7278;10.0798;10.5041;11.003;11.1923;11.5454;11.8571;12.3019;12.787;13.22;13.6644;14.0999;14.5311;14.7196;15.1049;15.548;15.9276;16.2727;16.6908;17.0294;17.3311;17.7079;18.1018;18.423;18.5586;18.9149;19.3292;19.6162;19.7531;19.8533;20.1595;20.3431;20.521;20.8301;21","15;15.1179;15.375;15.669;15.8259;15.996;16.2014;16.4572;16.5446;16.8205;17.1224;17.2586;17.5186;17.6877;17.864;18.1002;18.2675;18.4279;18.6181;18.7954;18.9641;19.1217;19.227;19.3263;19.3623;19.4797;19.5163;19.6049;19.6772;19.7215;19.7323;19.7399;19.7292;19.6893;19.6441;19.5739;19.4933;19.3745;19.2669;19.0887;18.9146;18.8478;18.6568;18.4783;18.3066;18.1319;17.893;17.6825;17.5202;17.3087;17.0779;16.8685;16.7947;16.5482;16.2895;16.0971;16.0045;15.9234;15.673;15.5154;15.3816;15.1429;15",6.07272,"0.2;0.733333;0.0666667"
22.6436,1.07822,11.3218,"1;1.32259;1.63476;1.92133;2.31052;2.51636;2.80349;3.14315;3.42513;3.77854;3.99579;4.22643;4.61786;4.82271;5.13532;5.48926;5.86423;6.08627;6.52308;6.89078;7.00191;7.45918;7.67561;7.86095;8.3208;8.74758;8.97501;9.42404;9.79012;10.2781;10.5616;11.0255;11.2033;11.595;11.8367;12.2675;12.5414;12.7659;13.1686;13.5086;13.9348;14.3566;14.8174;15.0866;15.5007;15.9072;16.1752;16.6025;16.9581;17.2835;17.5189;17.878;18.2534;18.6259;18.9624;19.1919;19.4477;19.7716;20.0174;20.3999;20.6946;20.9018;21","15;15.2527;15.5012;15.6963;16.0041;16.1878;16.4085;16.6775;16.862;17.1018;17.2534;17.439;17.682;17.8064;17.9765;18.1761;18.3748;18.4914;18.6985;18.8648;18.9161;19.1064;19.2006;19.2763;19.4151;19.5505;19.5956;19.6464;19.6933;19.7471;19.761;19.7866;19.796;19.7837;19.7477;19.6851;19.6511;19.6051;19.5161;19.4149;19.2934;19.1508;19.0166;18.8723;18.6645;18.4832;18.3498;18.1429;17.9335;17.7181;17.5644;17.3332;17.1375;16.8532;16.6037;16.43;16.2038;15.9847;15.7703;15.458;15.2465;15.0644;15",5.73274,"0.2;0.766667;0.0333333"
22.966,0.993482,11.483,"1;1.06424;1.41558;1.67277;2.0166;2.3752;2.74138;3.03795;3.24225;3.62161;3.97121;4.28655;4.68923;4.86837;5.28076;5.53107;5.92371;6.31381;6.60892;7.06423;7.43977;7.70571;8.10652;8.3534;8.49857;8.98651;9.40584;9.68487;10.0758;10.2431;10.6379;11.0344;11.5234;11.7971;12.0912;12.3587;12.7789;13.0398;13.4914;13.7783;14.0215;14.4221;14.8382;14.9366;15.3551;15.7435;16.0945;16.3849;16.7001;17.0405;17.211;17.6097;17.954;18.2055;18.5634;18.9289;19.282;19.5844;19.7868;19.9229;20.163;20.3879;20.711;21","15;15.0592;15.3575;15.607;15.9015;16.2116;16.4926;16.7222;16.8822;17.1658;17.4219;17.6526;17.9318;18.0697;18.3222;18.4646;18.725;18.9188;19.0614;19.2509;19.3997;19.4785;19.5666;19.6135;19.6613;19.7579;19.8508;19.9017;19.9772;19.9908;20.0241;20.0483;20.0185;20.0171;20.0051;19.9593;19.8867;19.8297;19.7063;19.6453;19.5615;19.4234;19.2559;19.2113;19.0468;18.8742;18.7057;18.549;18.3777;18.1705;18.0683;17.8035;17.575;17.3643;17.0975;16.8168;16.5577;16.3011;16.1338;16.02;15.7739;15.5672;15.2548;15",5.38798,"0.2;0.8;0"
23.7011,178.551,2.40419,"1;1.19639;1.35836;1.49068;1.53861;1.75771;1.91636;2.14495;2.60981;2.94674;3.36149;3.58613;3.97377;4.31046;4.68434;5.02988;5.22473;5.66991;5.85699;6.23761;6.44179;6.8595;7.28929;7.53657;7.97722;8.34804;8.80894;9.10478;9.50052;9.92847;10.1127;10.5145;10.8158;11.0712;11.5252;11.7308;12.1107;12.2541;12.5943;12.9791;13.4005;13.788;14.1999;14.6306;15.0757;15.4771;15.7387;15.9554;16.3162;16.6164;17.0506;17.5032;17.826;18.1223;18.5677;19.0117;19.1523;19.5707;19.9807;20.0472;20.1457;20.3214;20.5822;20.7101;20.8434;21","15;14.5851;14.1911;13.8668;13.8043;13.3555;13.0753;12.9038;12.7531;12.6176;12.4271;12.3177;12.1997;12.1081;11.9762;11.8372;11.7887;11.5788;11.4785;11.3681;11.266;11.1376;10.9961;10.9186;10.7531;10.6692;10.4918;10.3924;10.2316;10.0436;9.98243;9.82093;9.88466;9.88236;9.93298;9.95858;9.96697;9.99662;10.1625;10.2941;10.4919;10.6564;10.8056;10.9551;11.1465;11.2905;11.3825;11.4505;11.5882;11.7333;11.9152;12.1242;12.2292;12.3313;12.5223;12.6441;12.7056;12.8086;12.99;13.3582;13.6508;13.9594;14.3154;14.6166;14.7809;15",7.37346,"0.233333;0;0.766667"
24.8195,6.08541,2.27133,"1;1.09114;1.17012;1.30797;1.43838;1.57461;1.71263;1.84159;1.91525;2.31897;2.61923;2.98309;3.389;3.78996;4.07321;4.37761;4.6918;4.86551;5.17551;5.56766;5.6455;6.05725;6.41291;6.60383;7.01315;7.41522;7.65115;7.94117;8.32418;8.73716;9.06963;9.45238;9.83907;9.95648;10.3669;10.7251;11.1982;11.3783;11.7587;12.2209;12.5992;12.894;13.349;13.4247;13.6482;14.0841;14.302;14.5299;14.7883;15.0894;15.4621;15.8436;16.2076;16.3988;16.833;17.1159;17.3215;17.6792;18.0293;18.2844;18.7021;19.0333;19.3274;19.6415;20.0038;20.3273;20.3748;20.4744;20.6058;20.7405;20.8451;20.9143;20.9933;21","15;14.6889;14.4672;14.1403;13.7819;13.4307;13.1031;12.8843;12.8515;12.6036;12.468;12.3097;12.0894;11.8532;11.7174;11.5636;11.3983;11.3083;11.1319;10.9171;10.8753;10.6545;10.451;10.3599;10.1374;9.94762;9.83897;9.71602;9.54278;9.35228;9.23445;9.10342;8.99806;8.97066;8.89653;8.88087;8.86987;8.87806;8.9093;8.98525;9.08457;9.15487;9.3317;9.34344;9.43015;9.60842;9.70583;9.8093;9.92128;10.0615;10.2558;10.4865;10.6851;10.8018;11.0183;11.1917;11.308;11.4994;11.7068;11.8402;12.0859;12.2846;12.4655;12.6579;12.8179;12.9676;12.9977;13.2657;13.685;14.048;14.3453;14.5791;14.9681;15",7.6597,"0.233333;0.0333333;0.733333"
25.257,4.04616,2.28411,"1;1.12385;1.2699;1.42515;1.60417;1.66035;1.67834;1.76367;2.12259;2.52575;2.93303;3.32997;3.71109;4.01249;4.38438;4.57621;4.87651;5.21595;5.51998;5.83713;6.08226;6.41949;6.79663;7.12478;7.26835;7.63864;8.06819;8.25538;8.57151;9.01153;9.35304;9.6873;9.96983;10.1871;10.4931;10.933;11.39;11.8662;12.0349;12.2345;12.5386;13.0051;13.3026;13.7425;14.1898;14.2715;14.6345;14.9393;15.3478;15.7511;16.0182;16.4264;16.6866;17.0602;17.3584;17.6105;17.9517;18.2258;18.6294;19.0412;19.3581;19.7702;20.1794;20.3764;20.3877;20.5498;20.6556;20.7701;20.8886;21","15;14.5531;14.1149;13.7118;13.3579;13.1873;13.1302;12.8487;12.6536;12.4001;12.1563;11.9365;11.7021;11.5187;11.2439;11.104;10.9357;10.7046;10.517;10.3235;10.1814;10.0024;9.78999;9.59926;9.5206;9.31598;9.10104;9.01998;8.89541;8.74718;8.6723;8.597;8.54376;8.52946;8.50449;8.47473;8.48464;8.52498;8.55867;8.60061;8.68865;8.82091;8.91633;9.08779;9.29627;9.33839;9.54613;9.70336;9.92111;10.1597;10.3043;10.5361;10.6867;10.9213;11.0862;11.2306;11.446;11.6051;11.8598;12.1332;12.3463;12.6213;12.9068;13.083;13.1218;13.5818;13.9809;14.3953;14.7809;15",7.7619,"0.233333;0.0666667;0.7"
25.4187,3.55439,2.29202,"1;1.09255;1.26419;1.39062;1.46976;1.5391;1.63127;1.76615;2.0662;2.30952;2.64609;2.91742;3.25773;3.46661;3.79635;3.99059;4.27759;4.54644;4.7792;5.11037;5.34574;5.49856;5.92093;6.25461;6.48416;6.70045;7.13377;7.51;7.87663;8.18315;8.33017;8.69546;9.06524;9.43177;9.88834;10.3304;10.63;11.1059;11.5372;11.6977;12.0599;12.3585;12.4352;12.7644;13.2361;13.5911;13.9577;14.338;14.7066;15.0324;15.2718;15.6439;15.918;16.2408;16.524;16.6805;16.98;17.3379;17.7329;18.1416;18.4851;18.6081;18.9972;19.196;19.5785;19.9163;20.2628;20.4029;20.538;20.6571;20.8001;20.9421;21","15;14.7052;14.2856;13.9095;13.6043;13.285;13.1026;12.8537;12.6313;12.4951;12.2852;12.0972;11.8635;11.7403;11.4815;11.3481;11.1575;11.0014;10.8499;10.6506;10.4889;10.3883;10.1309;9.92502;9.79639;9.67675;9.4501;9.25518;9.0621;8.91145;8.85379;8.72265;8.59963;8.51058;8.39263;8.34103;8.33911;8.30757;8.34073;8.37134;8.41977;8.4858;8.50351;8.57963;8.712;8.83629;8.96767;9.12473;9.3259;9.51518;9.66786;9.88854;10.0677;10.2644;10.4324;10.5263;10.7048;10.9207;11.1644;11.4487;11.6676;11.7592;12.0455;12.1945;12.4758;12.7261;12.9811;13.2417;13.652;14.0437;14.4293;14.8198;15",7.81447,"0.233333;0.1;0.666667"
25.6445,3.0431,2.30298,"1;1.18691;1.32177;1.47997;1.64827;1.72418;2.09382;2.4316;2.79233;3.15768;3.464;3.80452;4.07296;4.36778;4.67822;5.08692;5.30705;5.59613;5.74432;6.11857;6.26698;6.62017;6.8345;7.2098;7.55115;7.84943;8.25107;8.47453;8.61258;8.99593;9.22854;9.373;9.80456;10.2645;10.4686;10.8741;11.3735;11.7381;12.205;12.5499;12.902;13.3114;13.7182;14.0025;14.2458;14.5552;14.9451;15.3585;15.7711;16.1852;16.3914;16.7166;17.0527;17.3367;17.481;17.8725;18.1565;18.3325;18.7248;18.9397;19.3047;19.6211;19.9357;20.2389;20.3153;20.4946;20.6254;20.7516;20.844;21","15;14.6103;14.2323;13.7732;13.3421;12.9804;12.7144;12.457;12.1601;11.9218;11.7368;11.4737;11.2415;11.0416;10.8202;10.5365;10.3969;10.1768;10.0964;9.85401;9.7374;9.49055;9.34067;9.14489;8.94757;8.7956;8.65664;8.57022;8.52204;8.41359;8.36052;8.31673;8.221;8.13797;8.10444;8.08015;8.08832;8.12006;8.2072;8.28227;8.40485;8.5307;8.68446;8.81401;8.90959;9.04577;9.23163;9.44267;9.67388;9.92965;10.0719;10.29;10.4927;10.6813;10.7851;11.048;11.2588;11.3953;11.689;11.8989;12.199;12.4577;12.6986;12.9945;13.2361;13.6312;13.923;14.2241;14.5314;15",7.848,"0.233333;0.133333;0.633333"
25.7502,2.88722,2.30005,"1;1.15554;1.29622;1.35425;1.50021;1.59044;1.81231;1.9695;2.28969;2.64284;2.82609;3.11602;3.34332;3.64846;3.91686;4.2277;4.49883;4.65067;4.93924;5.3034;5.63022;5.80889;6.12083;6.40813;6.58517;6.93597;7.38523;7.78942;7.97765;8.24335;8.44901;8.75171;9.21752;9.53991;9.99478;10.3018;10.5553;11.0068;11.2367;11.7338;11.8621;12.0953;12.467;12.6549;12.9751;13.4383;13.8823;14.2271;14.5888;14.7891;15.0961;15.5044;15.8567;16.2434;16.5579;16.9118;17.2344;17.621;17.85;18.1225;18.512;18.8703;19.133;19.3794;19.7311;19.9685;20.0415;20.4231;20.4572;20.6228;20.6825;20.7704;20.8559;20.906;21","15;14.7332;14.4005;14.2607;13.9169;13.692;13.2452;12.9964;12.7373;12.4701;12.3194;12.0782;11.8978;11.6685;11.4718;11.1844;10.9282;10.793;10.58;10.3483;10.1112;9.96139;9.75512;9.56253;9.43808;9.2029;8.98847;8.79306;8.69798;8.55796;8.46533;8.33099;8.18978;8.09823;8.02722;7.9787;7.97486;7.98245;7.99218;8.03287;8.05213;8.08946;8.17888;8.22009;8.30675;8.47791;8.69079;8.8445;9.02678;9.13286;9.30316;9.56208;9.77427;10.0291;10.2389;10.4522;10.6813;10.946;11.121;11.3235;11.6147;11.8973;12.0977;12.2632;12.5093;12.6777;12.7359;12.9795;12.9951;13.3457;13.6009;13.9354;14.373;14.554;15",7.8696,"0.233333;0.166667;0.6"
25.656,2.88698,2.37018,"1;1.11923;1.28661;1.45317;1.51977;1.6812;1.77601;1.95012;2.15063;2.38086;2.69775;3.00405;3.38534;3.73303;3.86223;4.23944;4.49546;4.88394;5.24451;5.54725;5.83045;6.11676;6.48731;6.79903;7.21095;7.52215;7.71353;8.1108;8.43266;8.80448;9.24244;9.67424;9.88068;10.1572;10.6309;10.9629;11.3565;11.7799;12.2178;12.5053;12.611;12.822;13.2325;13.323;13.6116;13.9888;14.3617;14.7842;15.0984;15.5178;15.8875;16.2953;16.5974;16.9936;17.1077;17.4604;17.7457;17.9046;18.1302;18.4787;18.8667;19.2659;19.5013;19.6307;19.9567;20.163;20.282;20.4382;20.6987;20.8405;21","15;14.7226;14.3203;13.9313;13.7512;13.3668;13.1951;12.9717;12.7873;12.5886;12.3062;12.0398;11.7338;11.4997;11.4191;11.1489;10.951;10.6563;10.4125;10.1594;9.96957;9.78298;9.51958;9.32861;9.08229;8.93774;8.85693;8.64993;8.53263;8.40572;8.33267;8.18961;8.14108;8.09277;8.03801;8.01828;7.99176;7.99743;8.06534;8.12989;8.1581;8.2206;8.34961;8.37865;8.47329;8.62489;8.81924;9.04066;9.21414;9.46411;9.69452;9.92599;10.1104;10.3644;10.4396;10.7232;10.9682;11.0852;11.294;11.6388;11.8986;12.1864;12.3931;12.5135;12.8436;12.971;13.3374;13.687;14.1015;14.5792;15",7.90689,"0.233333;0.2;0.566667"
26.4378,2.35372,2.28945,"1;1.09223;1.19576;1.27581;1.38577;1.45234;1.49374;1.6833;1.95544;2.24574;2.43429;2.84219;3.16271;3.43528;3.61238;3.92225;4.08073;4.28954;4.48846;4.75892;5.05121;5.45626;5.72861;6.11523;6.25049;6.49577;6.94338;7.34392;7.46181;7.78136;8.18692;8.38777;8.86705;9.09569;9.46946;9.81372;10.135;10.5129;10.7492;11.1465;11.396;11.6533;11.9364;12.3596;12.8499;13.1049;13.4753;13.6455;14.0051;14.3469;14.7645;15.2124;15.5673;15.857;16.1651;16.491;16.781;17.0703;17.3683;17.5979;17.8978;18.2628;18.6078;18.9032;19.1124;19.513;19.8631;20.113;20.386;20.4697;20.5752;20.7129;20.9151;20.9485;21","15;14.7049;14.2962;14.0134;13.5656;13.2556;12.9607;12.806;12.5394;12.2826;12.0979;11.833;11.5547;11.3004;11.1609;10.8222;10.6588;10.4627;10.2874;10.0671;9.76986;9.55924;9.38147;9.15872;9.08308;8.9512;8.7442;8.51229;8.45199;8.29154;8.11263;8.01424;7.89742;7.87592;7.84133;7.75673;7.74069;7.69909;7.69829;7.67209;7.71317;7.69402;7.77296;7.8242;7.90109;7.98591;8.11464;8.21434;8.38259;8.55321;8.81684;8.99214;9.2656;9.46889;9.71421;9.94072;10.0973;10.2992;10.4849;10.7291;10.9232;11.2119;11.558;11.795;12.0016;12.2796;12.5758;12.7859;13.1929;13.4322;13.876;14.2228;14.4865;14.7478;15",7.93906,"0.233333;0.233333;0.533333"
